"sampleID","peak_or_trough","CI_start_ID","CI_end_ID","CI_width"
"19295",0,0,0,0
"19299",0,0,0,0
"19303",0,0,0,0
"19307",0,0,0,0
"19311",0,0,0,0
"19315",0,0,0,0
"19319",0,0,0,0
"19323",0,0,0,0
"19327",0,0,0,0
"19331",-1,145,244,0.1
"19331",1,395,478,0.084
"19331",-1,593,717,0.125
"19335",0,0,0,0
"19339",0,0,0,0
"19343",0,0,0,0
"19347",0,0,0,0
"19351",0,0,0,0
"19355",0,0,0,0
"19359",0,0,0,0
"19363",0,0,0,0
"19367",0,0,0,0
"19371",0,0,0,0
"19375",0,0,0,0
"19379",0,0,0,0
"19383",0,0,0,0
"19387",-1,39,475,0.437
"19391",0,0,0,0
"19395",0,0,0,0
"19399",0,0,0,0
"19403",0,0,0,0
"19407",0,0,0,0
"19411",0,0,0,0
"19415",0,0,0,0
"19419",0,0,0,0
"19423",0,0,0,0
"19427",0,0,0,0
"19431",0,0,0,0
"19435",0,0,0,0
"19439",0,0,0,0
"19443",0,0,0,0
"19447",0,0,0,0
"19451",0,0,0,0
"19455",0,0,0,0
"19459",0,0,0,0
"19463",0,0,0,0
"19467",0,0,0,0
"19471",0,0,0,0
"19475",0,0,0,0
"19479",0,0,0,0
"19483",1,911,976,0.066
"19487",0,0,0,0
"19491",0,0,0,0
"19495",0,0,0,0
"19499",0,0,0,0
"19503",0,0,0,0
"19507",0,0,0,0
"19511",0,0,0,0
"19515",0,0,0,0
"19519",0,0,0,0
"19523",0,0,0,0
"19527",0,0,0,0
"19531",0,0,0,0
"19535",0,0,0,0
"19539",0,0,0,0
"19543",-1,45,461,0.417
"19547",0,0,0,0
"19551",0,0,0,0
"19555",0,0,0,0
"19559",0,0,0,0
"19563",0,0,0,0
"19567",0,0,0,0
"19571",0,0,0,0
"19575",0,0,0,0
"19579",0,0,0,0
"19583",0,0,0,0
"19587",0,0,0,0
"19591",0,0,0,0
"19595",0,0,0,0
"19599",0,0,0,0
"19603",0,0,0,0
"19607",0,0,0,0
"19611",0,0,0,0
"19615",0,0,0,0
"19619",0,0,0,0
"19623",0,0,0,0
"19627",0,0,0,0
"19631",-1,44,224,0.181
"19635",0,0,0,0
"19639",0,0,0,0
"19643",1,137,175,0.039
"19643",-1,283,335,0.053
"19643",1,445,527,0.083
"19643",-1,607,697,0.091
"19647",-1,43,410,0.368
"19651",0,0,0,0
"19655",0,0,0,0
"19659",0,0,0,0
"19663",0,0,0,0
"19667",0,0,0,0
"19671",0,0,0,0
"19675",0,0,0,0
"19679",0,0,0,0
"19683",0,0,0,0
"19687",0,0,0,0
"19691",0,0,0,0
"19695",0,0,0,0
"19699",0,0,0,0
"19703",0,0,0,0
"19707",0,0,0,0
"19711",0,0,0,0
"19715",0,0,0,0
"19719",0,0,0,0
"19723",0,0,0,0
"19727",0,0,0,0
"19731",-1,120,444,0.325
"19735",0,0,0,0
"19739",0,0,0,0
"19743",0,0,0,0
"19747",0,0,0,0
"19751",0,0,0,0
"19755",0,0,0,0
"19759",0,0,0,0
"19763",0,0,0,0
"19767",0,0,0,0
"19771",0,0,0,0
"19775",0,0,0,0
"19779",0,0,0,0
"19783",1,36,64,0.029
"19783",-1,102,118,0.017
"19783",1,192,218,0.027
"19783",-1,309,335,0.027
"19783",1,417,449,0.033
"19783",-1,707,744,0.038
"19783",1,893,967,0.075
"19787",0,0,0,0
"19791",0,0,0,0
"19795",0,0,0,0
"19799",0,0,0,0
"19803",0,0,0,0
"19807",0,0,0,0
"19811",0,0,0,0
"19815",0,0,0,0
"19819",0,0,0,0
"19823",0,0,0,0
"19827",0,0,0,0
"19831",0,0,0,0
"19835",-1,42,159,0.118
"19839",0,0,0,0
"19843",0,0,0,0
"19847",0,0,0,0
"19851",0,0,0,0
"19855",0,0,0,0
"19859",0,0,0,0
"19863",0,0,0,0
"19867",0,0,0,0
"19871",0,0,0,0
"19875",0,0,0,0
"19879",0,0,0,0
"19883",0,0,0,0
"19887",0,0,0,0
"19891",0,0,0,0
"19895",0,0,0,0
"19899",0,0,0,0
"19903",1,491,556,0.066
"19903",-1,648,684,0.037
"19907",0,0,0,0
"19911",0,0,0,0
"19915",0,0,0,0
"19919",0,0,0,0
"19923",0,0,0,0
"19927",0,0,0,0
"19931",-1,33,117,0.085
"19935",0,0,0,0
"19939",0,0,0,0
"19943",0,0,0,0
"19947",0,0,0,0
"19951",0,0,0,0
"19955",0,0,0,0
"19959",0,0,0,0
"19963",0,0,0,0
"19967",-1,298,473,0.176
"19967",1,590,679,0.09
"19967",-1,739,824,0.086
"19971",0,0,0,0
"19975",0,0,0,0
"19979",0,0,0,0
"19983",0,0,0,0
"19987",0,0,0,0
"19991",0,0,0,0
"19995",0,0,0,0
"19999",0,0,0,0
"18004",0,0,0,0
"18008",0,0,0,0
"18012",0,0,0,0
"18016",0,0,0,0
"18020",0,0,0,0
"18024",0,0,0,0
"18028",0,0,0,0
"18032",0,0,0,0
"18036",0,0,0,0
"18040",0,0,0,0
"18044",0,0,0,0
"18048",0,0,0,0
"18052",0,0,0,0
"18056",0,0,0,0
"18060",0,0,0,0
"18064",0,0,0,0
"18068",0,0,0,0
"18072",0,0,0,0
"18076",0,0,0,0
"18080",0,0,0,0
"18084",-1,74,120,0.047
"18084",1,244,348,0.105
"18084",-1,478,636,0.159
"18088",0,0,0,0
"18092",0,0,0,0
"18096",0,0,0,0
"18100",0,0,0,0
"18104",0,0,0,0
"18108",0,0,0,0
"18112",0,0,0,0
"18116",0,0,0,0
"18120",0,0,0,0
"18124",0,0,0,0
"18128",0,0,0,0
"18132",0,0,0,0
"18136",0,0,0,0
"18140",0,0,0,0
"18144",-1,197,640,0.444
"18148",1,815,960,0.146
"18152",0,0,0,0
"18156",-1,258,741,0.484
"18160",0,0,0,0
"18164",0,0,0,0
"18168",0,0,0,0
"18172",0,0,0,0
"18176",0,0,0,0
"18180",0,0,0,0
"18184",0,0,0,0
"18188",0,0,0,0
"18192",0,0,0,0
"18196",0,0,0,0
"18200",0,0,0,0
"18204",0,0,0,0
"18208",0,0,0,0
"18212",0,0,0,0
"18216",0,0,0,0
"18220",0,0,0,0
"18224",0,0,0,0
"18228",-1,39,313,0.275
"18232",0,0,0,0
"18236",0,0,0,0
"18240",0,0,0,0
"18244",0,0,0,0
"18248",0,0,0,0
"18252",0,0,0,0
"18256",0,0,0,0
"18260",0,0,0,0
"18264",0,0,0,0
"18268",0,0,0,0
"18272",0,0,0,0
"18276",0,0,0,0
"18280",0,0,0,0
"18284",0,0,0,0
"18288",0,0,0,0
"18292",0,0,0,0
"18296",0,0,0,0
"18300",0,0,0,0
"18304",1,472,634,0.163
"18304",-1,698,807,0.11
"18308",0,0,0,0
"18312",0,0,0,0
"18316",1,937,972,0.036
"18320",0,0,0,0
"18324",0,0,0,0
"18328",0,0,0,0
"18332",0,0,0,0
"18336",0,0,0,0
"18340",0,0,0,0
"18344",0,0,0,0
"18348",0,0,0,0
"18352",0,0,0,0
"18356",0,0,0,0
"18360",0,0,0,0
"18364",0,0,0,0
"18368",0,0,0,0
"18372",0,0,0,0
"18376",0,0,0,0
"18380",0,0,0,0
"18384",0,0,0,0
"18388",0,0,0,0
"18392",1,664,752,0.089
"18392",-1,866,930,0.065
"18396",0,0,0,0
"18400",0,0,0,0
"18404",0,0,0,0
"18408",0,0,0,0
"18412",0,0,0,0
"18416",0,0,0,0
"18420",0,0,0,0
"18424",0,0,0,0
"18428",0,0,0,0
"18432",0,0,0,0
"18436",0,0,0,0
"18440",0,0,0,0
"18444",0,0,0,0
"18448",0,0,0,0
"18452",0,0,0,0
"18456",0,0,0,0
"18460",0,0,0,0
"18464",0,0,0,0
"18468",0,0,0,0
"18472",0,0,0,0
"18476",0,0,0,0
"18480",-1,89,724,0.636
"18484",0,0,0,0
"18488",0,0,0,0
"18492",0,0,0,0
"18496",0,0,0,0
"18500",-1,40,734,0.695
"18504",0,0,0,0
"18508",0,0,0,0
"18512",0,0,0,0
"18516",0,0,0,0
"18520",0,0,0,0
"18524",0,0,0,0
"18528",0,0,0,0
"18532",0,0,0,0
"18536",0,0,0,0
"18540",0,0,0,0
"18544",0,0,0,0
"18548",0,0,0,0
"18552",0,0,0,0
"18556",0,0,0,0
"18560",0,0,0,0
"18564",0,0,0,0
"18568",0,0,0,0
"18572",0,0,0,0
"18576",0,0,0,0
"18580",-1,57,149,0.093
"18584",0,0,0,0
"18588",0,0,0,0
"18592",0,0,0,0
"18596",0,0,0,0
"18600",0,0,0,0
"18604",0,0,0,0
"18608",0,0,0,0
"18612",0,0,0,0
"18616",0,0,0,0
"18620",0,0,0,0
"18624",0,0,0,0
"18628",0,0,0,0
"18632",0,0,0,0
"18636",0,0,0,0
"18640",1,250,326,0.077
"18640",-1,451,640,0.19
"18640",1,763,803,0.041
"18640",-1,870,895,0.026
"18644",0,0,0,0
"18648",0,0,0,0
"18652",0,0,0,0
"18656",0,0,0,0
"18660",0,0,0,0
"18664",0,0,0,0
"18668",0,0,0,0
"18672",0,0,0,0
"18676",0,0,0,0
"18680",1,898,976,0.079
"18684",0,0,0,0
"18688",0,0,0,0
"18692",-1,37,267,0.231
"18696",0,0,0,0
"18700",0,0,0,0
"18704",0,0,0,0
"18708",0,0,0,0
"18712",0,0,0,0
"18716",0,0,0,0
"18720",0,0,0,0
"18724",0,0,0,0
"18728",0,0,0,0
"18732",0,0,0,0
"18736",-1,36,192,0.157
"18740",0,0,0,0
"18744",0,0,0,0
"18748",0,0,0,0
"18752",-1,58,105,0.048
"18752",1,150,179,0.03
"18752",-1,272,304,0.033
"18752",1,390,434,0.045
"18752",-1,496,541,0.046
"18752",1,608,681,0.074
"18752",-1,727,868,0.142
"18756",0,0,0,0
"18760",0,0,0,0
"18764",0,0,0,0
"18768",0,0,0,0
"18772",0,0,0,0
"18776",0,0,0,0
"18780",0,0,0,0
"18784",0,0,0,0
"18788",0,0,0,0
"18792",0,0,0,0
"18796",0,0,0,0
"18800",-1,36,222,0.187
"18804",0,0,0,0
"18808",0,0,0,0
"18812",0,0,0,0
"18816",0,0,0,0
"18820",0,0,0,0
"18824",-1,71,409,0.339
"18828",0,0,0,0
"18832",0,0,0,0
"18836",0,0,0,0
"18840",0,0,0,0
"18844",0,0,0,0
"18848",0,0,0,0
"18852",0,0,0,0
"18856",0,0,0,0
"18860",0,0,0,0
"18864",0,0,0,0
"18868",0,0,0,0
"18872",0,0,0,0
"18876",0,0,0,0
"18880",0,0,0,0
"18884",0,0,0,0
"18888",0,0,0,0
"18892",0,0,0,0
"18896",0,0,0,0
"18900",0,0,0,0
"18904",0,0,0,0
"18908",0,0,0,0
"18912",0,0,0,0
"18916",0,0,0,0
"18920",0,0,0,0
"18924",0,0,0,0
"18928",-1,268,709,0.442
"18932",0,0,0,0
"18936",0,0,0,0
"18940",-1,245,545,0.301
"18944",0,0,0,0
"18948",0,0,0,0
"18952",0,0,0,0
"18956",0,0,0,0
"18960",0,0,0,0
"18964",0,0,0,0
"18968",0,0,0,0
"18972",0,0,0,0
"18976",0,0,0,0
"18980",0,0,0,0
"18984",0,0,0,0
"18988",0,0,0,0
"18992",0,0,0,0
"18996",0,0,0,0
"19000",0,0,0,0
"19004",0,0,0,0
"19008",0,0,0,0
"19012",0,0,0,0
"19016",0,0,0,0
"19020",0,0,0,0
"19024",-1,33,114,0.082
"19028",0,0,0,0
"19032",0,0,0,0
"19036",0,0,0,0
"19040",0,0,0,0
"19044",0,0,0,0
"19048",0,0,0,0
"19052",0,0,0,0
"19056",0,0,0,0
"19060",0,0,0,0
"19064",0,0,0,0
"19068",0,0,0,0
"19072",0,0,0,0
"19076",0,0,0,0
"19080",0,0,0,0
"19084",0,0,0,0
"19088",0,0,0,0
"19092",0,0,0,0
"19096",0,0,0,0
"19100",-1,146,642,0.497
"19104",0,0,0,0
"19108",0,0,0,0
"19112",0,0,0,0
"19116",0,0,0,0
"19120",0,0,0,0
"19124",0,0,0,0
"19128",0,0,0,0
"19132",0,0,0,0
"19136",0,0,0,0
"19140",0,0,0,0
"19144",0,0,0,0
"19148",0,0,0,0
"19152",0,0,0,0
"19156",0,0,0,0
"19160",0,0,0,0
"19164",0,0,0,0
"19168",0,0,0,0
"19172",0,0,0,0
"19176",0,0,0,0
"19180",0,0,0,0
"19184",0,0,0,0
"19188",0,0,0,0
"19192",0,0,0,0
"19196",0,0,0,0
"19200",0,0,0,0
"19204",0,0,0,0
"19208",0,0,0,0
"19212",0,0,0,0
"19216",0,0,0,0
"19220",0,0,0,0
"19224",0,0,0,0
"19228",0,0,0,0
"19232",0,0,0,0
"19236",0,0,0,0
"19240",0,0,0,0
"19244",0,0,0,0
"19248",0,0,0,0
"19252",0,0,0,0
"19256",0,0,0,0
"19260",0,0,0,0
"19264",0,0,0,0
"19268",0,0,0,0
"19272",0,0,0,0
"19276",0,0,0,0
"19280",0,0,0,0
"19284",0,0,0,0
"19288",0,0,0,0
"19292",0,0,0,0
"19296",0,0,0,0
"19300",0,0,0,0
"19304",0,0,0,0
"19308",-1,44,293,0.25
"19312",0,0,0,0
"19316",0,0,0,0
"19320",0,0,0,0
"19324",0,0,0,0
"19328",0,0,0,0
"19332",0,0,0,0
"19336",0,0,0,0
"19340",1,34,79,0.046
"19340",-1,196,404,0.209
"19344",0,0,0,0
"19348",0,0,0,0
"19352",0,0,0,0
"19356",0,0,0,0
"19360",0,0,0,0
"19364",0,0,0,0
"19368",0,0,0,0
"19372",0,0,0,0
"19376",0,0,0,0
"19380",0,0,0,0
"19384",0,0,0,0
"19388",0,0,0,0
"19392",0,0,0,0
"19396",0,0,0,0
"19400",0,0,0,0
"19404",0,0,0,0
"19408",0,0,0,0
"19412",0,0,0,0
"19416",0,0,0,0
"19420",0,0,0,0
"19424",0,0,0,0
"19428",0,0,0,0
"19432",0,0,0,0
"19436",0,0,0,0
"19440",0,0,0,0
"19444",0,0,0,0
"19448",0,0,0,0
"19452",0,0,0,0
"19456",0,0,0,0
"19460",0,0,0,0
"19464",0,0,0,0
"19468",0,0,0,0
"19472",0,0,0,0
"19476",0,0,0,0
"19480",0,0,0,0
"19484",0,0,0,0
"19488",0,0,0,0
"19492",0,0,0,0
"19496",0,0,0,0
"19500",0,0,0,0
"19504",0,0,0,0
"19508",0,0,0,0
"19512",0,0,0,0
"19516",0,0,0,0
"19520",0,0,0,0
"19524",0,0,0,0
"19528",0,0,0,0
"19532",-1,200,294,0.095
"19536",0,0,0,0
"19540",0,0,0,0
"19544",0,0,0,0
"19548",0,0,0,0
"19552",0,0,0,0
"19556",0,0,0,0
"19560",0,0,0,0
"19564",0,0,0,0
"19568",0,0,0,0
"19572",0,0,0,0
"19576",0,0,0,0
"19580",0,0,0,0
"19584",0,0,0,0
"19588",0,0,0,0
"19592",0,0,0,0
"19596",0,0,0,0
"19600",0,0,0,0
"19604",0,0,0,0
"19608",0,0,0,0
"19612",0,0,0,0
"19616",0,0,0,0
"19620",0,0,0,0
"19624",0,0,0,0
"19628",0,0,0,0
"19632",0,0,0,0
"19636",0,0,0,0
"19640",0,0,0,0
"19644",0,0,0,0
"19648",0,0,0,0
"19652",0,0,0,0
"19656",0,0,0,0
"19660",0,0,0,0
"19664",0,0,0,0
"19668",-1,30,68,0.039
"19672",0,0,0,0
"19676",0,0,0,0
"19680",0,0,0,0
"19684",-1,43,125,0.083
"19688",0,0,0,0
"19692",0,0,0,0
"19696",0,0,0,0
"19700",0,0,0,0
"19704",0,0,0,0
"19708",0,0,0,0
"19712",0,0,0,0
"19716",0,0,0,0
"19720",0,0,0,0
"19724",0,0,0,0
"19728",0,0,0,0
"19732",0,0,0,0
"19736",0,0,0,0
"19740",0,0,0,0
"19744",0,0,0,0
"19748",0,0,0,0
"19752",0,0,0,0
"19756",-1,34,583,0.55
"19760",0,0,0,0
"19764",0,0,0,0
"19768",0,0,0,0
"19772",0,0,0,0
"19776",0,0,0,0
"19780",0,0,0,0
"19784",0,0,0,0
"19788",0,0,0,0
"19792",0,0,0,0
"19796",0,0,0,0
"19800",0,0,0,0
"19804",-1,39,342,0.304
"19808",0,0,0,0
"19812",0,0,0,0
"19816",0,0,0,0
"19820",0,0,0,0
"19824",0,0,0,0
"19828",0,0,0,0
"19832",0,0,0,0
"19836",0,0,0,0
"19840",0,0,0,0
"19844",0,0,0,0
"19848",0,0,0,0
"19852",0,0,0,0
"19856",0,0,0,0
"19860",0,0,0,0
"19864",0,0,0,0
"19868",0,0,0,0
"19872",0,0,0,0
"19876",-1,180,234,0.055
"19876",1,346,467,0.122
"19876",-1,480,584,0.105
"19880",0,0,0,0
"19884",0,0,0,0
"19888",0,0,0,0
"19892",0,0,0,0
"19896",0,0,0,0
"19900",0,0,0,0
"19904",0,0,0,0
"19908",0,0,0,0
"19912",0,0,0,0
"19916",-1,156,520,0.365
"19920",0,0,0,0
"19924",0,0,0,0
"19928",-1,107,275,0.169
"19932",0,0,0,0
"19936",0,0,0,0
"19940",0,0,0,0
"19944",0,0,0,0
"19948",0,0,0,0
"19952",0,0,0,0
"19956",0,0,0,0
"19960",0,0,0,0
"19964",0,0,0,0
"19968",-1,619,848,0.23
"19972",0,0,0,0
"19976",0,0,0,0
"19980",0,0,0,0
"19984",0,0,0,0
"19988",0,0,0,0
"19992",0,0,0,0
"19996",0,0,0,0
"20000",0,0,0,0
"20001",0,0,0,0
"20005",0,0,0,0
"20009",0,0,0,0
"20013",0,0,0,0
"20017",0,0,0,0
"20021",0,0,0,0
"20025",0,0,0,0
"20029",0,0,0,0
"20033",0,0,0,0
"20037",0,0,0,0
"20041",0,0,0,0
"20045",0,0,0,0
"20049",-1,310,556,0.247
"20053",0,0,0,0
"20057",0,0,0,0
"20061",0,0,0,0
"20065",0,0,0,0
"20069",-1,35,706,0.672
"20073",0,0,0,0
"20077",0,0,0,0
"20081",0,0,0,0
"20085",0,0,0,0
"20089",0,0,0,0
"20093",0,0,0,0
"20097",0,0,0,0
"20101",0,0,0,0
"20105",0,0,0,0
"20109",0,0,0,0
"20113",0,0,0,0
"20117",0,0,0,0
"20121",0,0,0,0
"20125",0,0,0,0
"20129",0,0,0,0
"20133",-1,293,716,0.424
"20137",0,0,0,0
"20141",0,0,0,0
"20145",0,0,0,0
"20149",0,0,0,0
"20153",0,0,0,0
"20157",1,121,142,0.022
"20157",-1,244,276,0.033
"20157",1,399,461,0.063
"20157",-1,548,690,0.143
"20161",-1,317,758,0.442
"20165",0,0,0,0
"20169",0,0,0,0
"20173",0,0,0,0
"20177",0,0,0,0
"20181",0,0,0,0
"20185",0,0,0,0
"20189",0,0,0,0
"20193",0,0,0,0
"20197",0,0,0,0
"20201",0,0,0,0
"20205",0,0,0,0
"20209",0,0,0,0
"20213",0,0,0,0
"20217",0,0,0,0
"20221",0,0,0,0
"20225",0,0,0,0
"20229",0,0,0,0
"20233",0,0,0,0
"20237",0,0,0,0
"20241",0,0,0,0
"20245",0,0,0,0
"20249",0,0,0,0
"20253",0,0,0,0
"20257",0,0,0,0
"20261",0,0,0,0
"20265",0,0,0,0
"20269",0,0,0,0
"20273",0,0,0,0
"20277",0,0,0,0
"20281",0,0,0,0
"20285",0,0,0,0
"20289",0,0,0,0
"20293",0,0,0,0
"20297",0,0,0,0
"20301",0,0,0,0
"20305",0,0,0,0
"20309",0,0,0,0
"20313",0,0,0,0
"20317",0,0,0,0
"20321",0,0,0,0
"20325",0,0,0,0
"20329",0,0,0,0
"20333",0,0,0,0
"20337",0,0,0,0
"20341",0,0,0,0
"20345",0,0,0,0
"20349",0,0,0,0
"20353",0,0,0,0
"20357",0,0,0,0
"20361",0,0,0,0
"20365",0,0,0,0
"20369",-1,33,664,0.632
"20373",0,0,0,0
"20377",0,0,0,0
"20381",1,132,281,0.15
"20381",-1,303,419,0.117
"20385",0,0,0,0
"20389",0,0,0,0
"20393",0,0,0,0
"20397",0,0,0,0
"20401",0,0,0,0
"20405",0,0,0,0
"20409",0,0,0,0
"20413",0,0,0,0
"20417",0,0,0,0
"20421",0,0,0,0
"20425",0,0,0,0
"20429",0,0,0,0
"20433",0,0,0,0
"20437",0,0,0,0
"20441",0,0,0,0
"20445",0,0,0,0
"20449",0,0,0,0
"20453",0,0,0,0
"20457",-1,238,797,0.56
"20461",0,0,0,0
"20465",0,0,0,0
"20469",0,0,0,0
"20473",0,0,0,0
"20477",0,0,0,0
"20481",0,0,0,0
"20485",0,0,0,0
"20489",0,0,0,0
"20493",0,0,0,0
"20497",0,0,0,0
"20501",-1,139,375,0.237
"20501",1,435,580,0.146
"20501",-1,657,734,0.078
"20505",0,0,0,0
"20509",-1,237,797,0.561
"20513",0,0,0,0
"20517",0,0,0,0
"20521",0,0,0,0
"20525",0,0,0,0
"20529",0,0,0,0
"20533",0,0,0,0
"20537",0,0,0,0
"20541",0,0,0,0
"20545",0,0,0,0
"20549",0,0,0,0
"20553",0,0,0,0
"20557",-1,80,670,0.591
"20561",0,0,0,0
"20565",0,0,0,0
"20569",0,0,0,0
"20573",0,0,0,0
"20577",0,0,0,0
"20581",0,0,0,0
"20585",0,0,0,0
"20589",0,0,0,0
"20593",0,0,0,0
"20597",0,0,0,0
"20601",0,0,0,0
"20605",0,0,0,0
"20609",0,0,0,0
"20613",0,0,0,0
"20617",0,0,0,0
"20621",0,0,0,0
"20625",0,0,0,0
"20629",0,0,0,0
"20633",0,0,0,0
"20637",0,0,0,0
"20641",0,0,0,0
"20645",0,0,0,0
"20649",0,0,0,0
"20653",0,0,0,0
"20657",0,0,0,0
"20661",0,0,0,0
"20665",0,0,0,0
"20669",1,84,142,0.059
"20669",-1,214,297,0.084
"20669",1,364,591,0.228
"20669",-1,623,752,0.13
"20673",0,0,0,0
"20677",0,0,0,0
"20681",0,0,0,0
"20685",0,0,0,0
"20689",0,0,0,0
"20693",0,0,0,0
"20697",0,0,0,0
"20701",0,0,0,0
"20705",0,0,0,0
"20709",0,0,0,0
"20713",0,0,0,0
"20717",0,0,0,0
"20721",0,0,0,0
"20725",0,0,0,0
"20729",0,0,0,0
"20733",0,0,0,0
"20737",0,0,0,0
"20741",0,0,0,0
"20745",0,0,0,0
"20749",0,0,0,0
"20753",0,0,0,0
"20757",-1,170,663,0.494
"20761",0,0,0,0
"20765",-1,62,119,0.058
"20765",1,208,256,0.049
"20765",-1,381,412,0.032
"20765",1,517,555,0.039
"20765",-1,658,700,0.043
"20769",0,0,0,0
"20773",0,0,0,0
"20777",0,0,0,0
"20781",-1,277,347,0.071
"20785",0,0,0,0
"20789",0,0,0,0
"20793",0,0,0,0
"20797",0,0,0,0
"20801",0,0,0,0
"20805",-1,304,692,0.389
"20809",0,0,0,0
"20813",0,0,0,0
"20817",0,0,0,0
"20821",0,0,0,0
"20825",0,0,0,0
"20829",0,0,0,0
"20833",0,0,0,0
"20837",0,0,0,0
"20841",0,0,0,0
"20845",0,0,0,0
"20849",0,0,0,0
"20853",0,0,0,0
"20857",0,0,0,0
"20861",0,0,0,0
"20865",0,0,0,0
"20869",0,0,0,0
"20873",0,0,0,0
"20877",0,0,0,0
"20881",0,0,0,0
"20885",0,0,0,0
"20889",-1,142,902,0.761
"20893",0,0,0,0
"20897",0,0,0,0
"20901",0,0,0,0
"20905",0,0,0,0
"20909",-1,86,695,0.61
"20913",0,0,0,0
"20917",0,0,0,0
"20921",0,0,0,0
"20925",-1,250,807,0.558
"20929",0,0,0,0
"20933",0,0,0,0
"20937",0,0,0,0
"20941",0,0,0,0
"20945",0,0,0,0
"20949",0,0,0,0
"20953",0,0,0,0
"20957",0,0,0,0
"20961",0,0,0,0
"20965",0,0,0,0
"20969",0,0,0,0
"20973",-1,476,714,0.239
"20977",0,0,0,0
"20981",0,0,0,0
"20985",0,0,0,0
"20989",-1,191,800,0.61
"20993",0,0,0,0
"20997",0,0,0,0
"21001",0,0,0,0
"21005",1,339,417,0.079
"21005",-1,516,798,0.283
"21009",0,0,0,0
"21013",0,0,0,0
"21017",0,0,0,0
"21021",0,0,0,0
"21025",0,0,0,0
"21029",0,0,0,0
"21033",0,0,0,0
"21037",0,0,0,0
"21041",1,312,480,0.169
"21041",-1,542,771,0.23
"21045",0,0,0,0
"21049",0,0,0,0
"21053",0,0,0,0
"21057",0,0,0,0
"21061",0,0,0,0
"21065",0,0,0,0
"21069",0,0,0,0
"21073",0,0,0,0
"21077",0,0,0,0
"21081",1,123,349,0.227
"21081",-1,420,544,0.125
"21085",0,0,0,0
"21089",0,0,0,0
"21093",0,0,0,0
"21097",-1,270,572,0.303
"21101",0,0,0,0
"21105",0,0,0,0
"21109",0,0,0,0
"21113",0,0,0,0
"21117",0,0,0,0
"21121",0,0,0,0
"21125",0,0,0,0
"21129",0,0,0,0
"21133",0,0,0,0
"21137",0,0,0,0
"21141",0,0,0,0
"21145",0,0,0,0
"21149",0,0,0,0
"21153",0,0,0,0
"21157",0,0,0,0
"21161",0,0,0,0
"21165",0,0,0,0
"21169",0,0,0,0
"21173",-1,178,661,0.484
"21177",0,0,0,0
"21181",0,0,0,0
"21185",0,0,0,0
"21189",0,0,0,0
"21193",0,0,0,0
"21197",0,0,0,0
"21201",0,0,0,0
"21205",-1,122,648,0.527
"21209",0,0,0,0
"21213",-1,147,772,0.626
"21217",0,0,0,0
"21221",0,0,0,0
"21225",0,0,0,0
"21229",0,0,0,0
"21233",0,0,0,0
"21237",0,0,0,0
"21241",0,0,0,0
"21245",0,0,0,0
"21249",0,0,0,0
"21253",0,0,0,0
"21257",0,0,0,0
"21261",-1,178,672,0.495
"21265",0,0,0,0
"21269",0,0,0,0
"21273",0,0,0,0
"21277",-1,299,517,0.219
"21281",0,0,0,0
"21285",0,0,0,0
"21289",0,0,0,0
"21293",0,0,0,0
"21297",0,0,0,0
"21301",-1,194,572,0.379
"21305",0,0,0,0
"21309",0,0,0,0
"21313",0,0,0,0
"21317",0,0,0,0
"21321",0,0,0,0
"21325",0,0,0,0
"21329",0,0,0,0
"21333",0,0,0,0
"21337",0,0,0,0
"21341",0,0,0,0
"21345",0,0,0,0
"21349",0,0,0,0
"21353",0,0,0,0
"21357",0,0,0,0
"21361",0,0,0,0
"21365",0,0,0,0
"21369",0,0,0,0
"21373",0,0,0,0
"21377",0,0,0,0
"21381",0,0,0,0
"21385",0,0,0,0
"21389",0,0,0,0
"21393",0,0,0,0
"21397",0,0,0,0
"21401",0,0,0,0
"21405",0,0,0,0
"21409",0,0,0,0
"21413",0,0,0,0
"21417",-1,199,271,0.073
"21421",0,0,0,0
"21425",0,0,0,0
"21429",0,0,0,0
"21433",0,0,0,0
"21437",0,0,0,0
"21441",0,0,0,0
"21445",0,0,0,0
"21449",0,0,0,0
"21453",0,0,0,0
"21457",0,0,0,0
"21461",0,0,0,0
"21465",0,0,0,0
"21469",-1,167,701,0.535
"21473",0,0,0,0
"21477",0,0,0,0
"21481",0,0,0,0
"21485",0,0,0,0
"21489",0,0,0,0
"21493",0,0,0,0
"21497",0,0,0,0
"21501",0,0,0,0
"21505",0,0,0,0
"21509",0,0,0,0
"21513",0,0,0,0
"21517",0,0,0,0
"21521",0,0,0,0
"21525",0,0,0,0
"21529",0,0,0,0
"21533",0,0,0,0
"21537",0,0,0,0
"21541",0,0,0,0
"21545",0,0,0,0
"21549",0,0,0,0
"21553",0,0,0,0
"21557",0,0,0,0
"21561",0,0,0,0
"21565",0,0,0,0
"21569",0,0,0,0
"21573",0,0,0,0
"21577",0,0,0,0
"21581",0,0,0,0
"21585",0,0,0,0
"21589",0,0,0,0
"21593",0,0,0,0
"21597",0,0,0,0
"21601",0,0,0,0
"21605",0,0,0,0
"21609",0,0,0,0
"21613",0,0,0,0
"21617",0,0,0,0
"21621",0,0,0,0
"21625",0,0,0,0
"21629",0,0,0,0
"21633",0,0,0,0
"21637",-1,274,649,0.376
"21641",0,0,0,0
"21645",0,0,0,0
